Date,Time,Location,Operator,Flight,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Latitude,Longitude
01/02/1997,18:35,"Edenton, North Carolina",Tar Heel Aviation,,Manteo - Edenton,Cessna 208B Grand Caravan,N802TH,208B-0179,20.0,20,0.0,"While on approach the plane struck power lines and came to rest in shallow water. The pilot's continued VFR flight into instrument meteorological conditions. Factors in this accident were; fog, the low ceiling, and the dark night.",36.057938,-76.6077213
04/04/1997,00:16,"Griffin, Georgia",Custom Air Service,,Griffin - Americus,Aviation Traders ATL-98 Carvair,N83FA,10365,20.0,20,0.0,"On a positioning flight, while taking off the plane suffered engine failure, overran the runway and crashed into a vacant building.",33.2467807,-84.2640904
07/03/1997,03:49,"Madh Island, India",Elbee Airlines,,Mumbai - Banglaor,Fokker F-27 Friendship 200,VT-SSA,10670,20.0,20,0.0,Shortly after taking off the cargo plane crashed into the ocean. The pilot lost control when he encountered severe weather conditions soon after taking off.,19.1974807,72.8004805
08/15/1997,19:30,"Criciúma, Brazil",Air taxi - TAM,,,Cessna 550 Citation II,PT-LML,550-0013,20.0,20,0.0,While en route the plane went into a steep dive and impacted terrain.,-28.6789941,-49.3695627
10/29/1997,,"Jalal-Abad, Afghanistan",Ariana Afghan Airlines,,,Yakovlev YAK-40,YA-KAE,9441037,260.0,20,0.0,Crashed during a landing attempt.,34.4305303,70.4612956
01/13/1998,18:30,"Brno, Czech Republic",Aeroservice International,,Gomel - Kunovice,Let 410UVP,YV-928CP,871919,20.0,20,0.0,Fog and low visibility forced the plane to divert to divert to Brno. After a missed approach the aircraft crashed 3.5 km short of the runway threshold and was destroyed.,49.1922443,16.6113382
07/28/1998,,"Barcelona, Spain",Swifair,704,Palma de Mallorca - Barcelona,Swearingen SA.227AC Metro III,EC-FXD,AC-651B,20.0,20,0.0,"During a training flight, the crew of the cargo plane stopped one engine, stalled and crashed. The loss of control of the aircraft due to an excessive reduction of speed at low height, after having extended the landing gear, with an intermediate flap position, and with the right engine stopped and its propeller pitch close to feather.",41.3828939,2.1774322
11/23/1998,00:30,"Victoria, British Columbia",Regency Express Air,434,Vancouver - Victoria,Cessna 208B Caravan I Super Cargomaster,N9352B,208B-0061,20.0,20,0.0,"While en route, the cargo plane made a right turn in the vicinity of Beaver Point, and began to head towards high ground north of the Victoria airport. The aircraft then began a gradual, descending turn to the left in a southeasterly direction before striking trees near Mount Tuam peak.  The crew would have encountered the lower ceiling in the vicinity of Beaver Point. This lower layer of cloud would have restricted the crew's view of the ground lighting and reduced the ambient lighting available to navigate by visual means. With the loss of ground references, it is unlikely that the crew would have been able to perceive the divergence of the aircraft's flight path away from its intended track by visual means. The crew was unable to maintain separation between the aircraft and the terrain by visual means.",48.4283182,-123.3649533
01/13/1999,06:33,"Mayne Island, British Columbia, Canada",Kelowna Flightcraft Air Charter,,Vancouver - Victoria,Douglas DC-3C,C-GWUG,32963,20.0,20,0.0,"Shortly after taking off, the cargo plane began to lose altitude until it hit trees, went off a cliff and crashed to a valley floor. The accident flight was not conducted in accordance with the night obstacle clearance requirements of Canadian Aviation Regulation. The Kelowna Flightcraft company operations manual did not reflect the restrictive conditions imposed on night visual flight rules (VFR) flight by CAR 705.32. Such information might have prevented the accident by ensuring the crew's awareness of those night obstacle clearance standards.",48.84438285,-123.28755177004035
06/30/1999,02:42,"Seraing, Belgium",Nightexpress,114,"London, England - Frankfort, Germany",Beechcraft 99,D-IBEX,U- 45,20.0,20,0.0,The cargo plane lost both engines while on approach and crashed into a wooded area. Improper maintenace caused the engine failure. The crew did not follow company procedures.,50.6152381,5.5089437
08/26/1999,10:54,"Turtkul, Uzbekistan",Uzbekistan Airways,,Tashkent - Turtkul,Yakovlev YAK-40,UK-87848,9331730,330.0,20,0.0,"The aircraft struck power lines 2,000m past the end of the runway after a second attempted go-around.",41.5544131,61.0002405
03/17/2000,12:31,"Ennadai Lake, Canada",Points North Air Services,,"Points North Landing, SK - Ennadai Lake",Douglas C-47A-5-DK,C-FNTF,12344,20.0,20,0.0,"After lifting off the cargo plane entered a steep, nose-up attitude, banked to the left, and crashed. The pilot lost control of the aircraft while conducting a go-around from a aborted landing on the ice strip.  The aircraft's center of gravity on the accident flight was beyond the aft C of G limit. The crew did not recalculate the aircraft's weight and balance for the second flight. Leaks in the heater shroud allowed carbon monoxide gas to contaminate cockpit and cabin air.",60.976882950000004,-101.39929989234523
05/02/2000,14:39,"Lyon Satolas, France",Northern Executive Aviation,4B,,Learjet 35A,G-MURI,35-646,50.0,20,0.0,"During a landing attempt the crew shut down No. 1 engine and declared an emergency. The plane was told to divert to Lyon Satolas. Power was applied to the remaining engine and the plane banked to the left causing the wing to touch the ground, crash and catch fire. Loss of yaw and roll control which appears to be due to the failure to monitor flight symmetry at the time of the thrust increase on the right engine.",45.72442685,5.086515135250837
07/19/2000,00:30,"Linneus, Maine",Airwave Transport,9807,Moncton - Montreal,Grumman G-159 Gulfstream I,C-GNAK,154,20.0,20,0.0,"After declaring an emergency the cargo plane crew requested the nearest airport. The aircraft soon after descended out of control and crashed on the eastern side of the Meduxnekeag River. The pilot-in-command's failure to maintain minimum control airspeed, which resulted in a loss of control. Factors in this accident were clouds, and a loss of engine power for undetermined reasons, while in cruise flight above the airplane's single engine service ceiling.",46.038923,-67.960052
07/20/2000,13:12,"Nassau, Bahamas",Allied Air Freight,,,Douglas C-47A-10-DK,N54AA,12475,20.0,20,0.0,The cargo plane lost an engine on takeoff lost altitude and crashed 2 miles east of the airport.,25.0782266,-77.3383438
08/14/2000,23:57,"Teslin Lake, British Columbia, Canada",RCMP-GRC Air Services,,Teslin - Dease Lake,Cessna 208 Caravan I,C-GMPB,208-00082,20.0,20,0.0,"The float plane took off, entered a steep climb, stalled and crashed into the water. The pilot's decision to depart from the unlit location was likely the result of the many psychological and physiological stressors encountered during the day. The pilot most likely experienced spatial disorientation precipitated by local geographiand environmental conditions and lost control of the aircraft.",59.9715705,-132.39885413916124
10/10/2000,14:52,"Wichita, Kansas",Bombardier Aerospace,,Test flight,Canadair CL-600-2B16 Challenger 604,C-FTBZ,5991,30.0,20,0.0,"The cause of this accident was the pilot's excessive takeoff rotation, during an aft center of gravity takeoff, a rearward migration of fuel during acceleration and takeoff and consequent shift in the airplane's aft c.g. to aft of the aft c.g. limit, which caused the airplane to stall at an altitude too low for recovery. Contributing to the accident were Bombardier's inadequate flight planning procedures for the Challenger flight test program and the lack of direct, on-site operational oversight by Transport Canada and the Federal Aviation Administration.",37.6922361,-97.3375448
01/23/2001,21:35,"Eider Point, Alaska",MajestiAir Cargo,,,Douglas C-47A-30-DK (DC-3C),N19454,13863,20.0,20,0.0,"The cargo plane crashed on Table Top Mountain while en route. The airplane flightcrew's failure to maintain adequate distance/altitude from mountainous terrain during a departure climb to cruise flight, and the captain's impairment from drugs. Factors in the accident were dark night conditions, and the first officer's impairment from drugs.",53.9583518,-166.5899634
02/08/2001,19:20,"Beaver Island, Minnesota",Northern Illinois Flight Center,,Chicago - Beaver Island,Swearingen SA.227AT Merlin IVC,N318DH,AT-469,60.0,20,0.0,"Impacted trees and crashed while attempting to land. The flightcrew not maintaining altitude/clearance during the circling instrument approach. Factors were the pilot in command initiating the flight without proper weather reporting facilities at the destination, the flightcrew not flying to an alternate destination, the flightcrew not following company and FAA procedures/directives, the lack of certification of the second pilot, the operator not following company and FAA procedures/directives, and the dark night and the low ceiling.",48.0635145,-91.48804110467192
08/24/2001,05:42,"Ithaca, New York",Ameristar Jet Charter,,"Ithaca, NY - Jackson, MI",Learjet 25,N153TW,25-053,20.0,20,0.0,"Shortly after taking off the cargo plane crashed into a wooded area about one-half mile from the runway. The pilot's failure to maintain a proper climb rate while taking off at night, which was a result of spatial disorientation. Factors in the accident were the low visibility and cloud conditions, and the dark night.",42.4396039,-76.4968019
10/11/2001,23:35,"Shamattawa, Canada",Perimeter Airlines,,Gods Narrows - Shamattawa,Swearingen SA.226TC Metro I,C-GYPA,TC-250,30.0,20,0.0,"The air ambulance was flown into terrain during an overshoot because the required climb angle was not set and maintained to ensure a positive rate of climb. During the go-around, conditions were present for somatograviillusion, which most likely led to the captain losing situational awareness.",55.8608747,-92.0897947
11/22/2001,13:05,"Pittsburgh, Pennsylvania",Universal Jet Aviation,,"Pittsburgh, PA - Baca Raton, Fl",Learjet 25B,N5UJ,25-088,20.0,20,0.0,"The cargo plane was not able to gain altitude, veered off the runway and crashed. The (undetermined) pilot-at-the-controls' early, and over rotation of the airplane's nose during the takeoff attempt, and his failure to maintain directional control. Also causal, was the captain's inadequate remedial action, both during the takeoff attempt and after the airplane departed the runway.",40.4416941,-79.9900861
11/23/2001,18:35,"Palade, Estonia",ELK Aviation Co. (leased from Eminex),,Tallinn - Kardla,Antonov AN-28,ES-NOV,1AJ003-03,170.0,20,0.0,The plane crashed into a marshy forested area about 2 kilometer short of its destination at Kardla Airport. Several errors by the pilot.,58.96845435,22.85434014788745
12/01/2001,01:43,"Bessemer, Alabama",Air Carriers,,Little Rock - Bessemer,Cessna 208B Grand Caravan,N499BA,208B-0689,20.0,20,0.0,"The cargo plane crashed into high ground less than 5 miles from the airport while on an ILS approach. The poor in-flight planning by the pilot-in-command for his initiation of the ILS approach to runway 05 with weather conditions below minimums for the approach contrary to the Federal Aviation Regulations, and the failure of the pilot to maintain control of the airplane during a missed approach resulting in the in-flight collision with trees then terrain.",33.4017766,-86.954437
12/10/2001,18:21,"Sierra Blanca, Texas",Air Cargo Express,36,Harlingen - El Paso,Learjet 24D,N997TD,24-247,20.0,20,0.0,While enroute the cargo plane on a positioning flight entered an uncontroled descent and crashed. Loss of control during descent for undetermined reasons.,31.1778312,-105.357627
12/20/2001,22'08,"Zurich, Switzerland",Eagle Air,,,Cessna 560 Citation V,HB-VLV,560-0077,20.0,20,0.0,"After reaching a height of 500 ft. the aircraft began to loose altitude until the plane impacted the ground at the end of Runway 34. The crew lost spatial orientation after take-off, leading to an unintentional loss of altitude. The copilot's basitraining in instrument flying did not include night instrument take-offs. The crew's method of working was adversely affected by great time pressure. Executing the take-off as a rolling take-off was not adapted to the prevailing meteorological conditions.",47.3744489,8.5410422
02/02/2002,17:15,"Ellsworth AFB, South Dakota",Military - U.S. Air Force,,Training,Learjet C-21A,84-0097,35-543,20.0,20,0.0,While practicing touch-and-goes the aircraft made  a sharp turn to the left which continued until the aircraft turned over and crashed.,44.1420306,-103.0776307
04/12/2002,04:07,"Palma de Mallorca, Spain",Tadair,306,Madrid - Palma de Mallorca,Swearingen SA.227AC Metro III,EC-GKR,AC-620,20.0,20,0.0,The cargo plane crashed into lights near the runway threshold while attempting to land on Runway 24L.,39.58130105,2.709183392285786
07/04/2002,12:30,"San Dimas, California",Private,-,,Cessna 310,N8145M,310I0145,20.0,20,20.0,"The aircraft lost power while taking off from Bracket Airport and crashed into picnickers on the shoreline of Puddingstone Lake in Bonelli Park. The plane was observed in a left bank, traveling approximately 30 feet above and parallel to the shoreline, before impacting two trees in a picniarea. Witnesses reported that they did not hear the engines running. The pilot made 3 consecutive mayday calls during the initial climb-out from runway 26L, however, the pilot did not indicate the nature of the emergency.  Two children on the ground were killed. Fifteen others were injured. The pilot's failure to maintain adequate airspeed which resulted in an inadvertent stall, and subsequent collision with terrain. A contributing factor was the pilot's impairment from the effects of prescription painkilling drugs.",34.1066756,-117.8067257
09/14/2002,,"Paranapanema, Sao Paulo, Brazil",Total  Air Lines,,Guarulhos - Londrina,ATR 42-300,PT-MTS,26,20.0,20,0.0,"One hour after the takeoff , the the plane  disappeared of  Curitiba  ATC. The wreckage was found on a farm, around a crater. Unknown cause.",-23.390161,-48.720868
11/08/2002,14:58,"Taos, New Mexico",Richmor Aviation,,"Las Vegas, NV - Taos, NM",IAI 1124A Westwind,N61RS,384,20.0,20,0.0,"While on a positioning flight the plane entered an uncontrolled descent and crashed. The pilot's inadvertent flight into mountain wave weather conditions while IMC, resulting in a loss of aircraft control.",36.4072377,-105.573284
02/10/2003,19:42,"Tallinn, Estonia",Enimex,827,Tallinn - Helsinki,Antonov AN-28,ES-NOY,1AJ006-04,30.0,20,0.0,"Shortly after takeoff, the aircraft stalled, crashed and burst into flames in a wooded area. Engine failure.",59.4372155,24.7453688
06/01/2003,15:26,"Milan, Italy",Eurojet Italila,,Milan - Genoa - Farnborough,Gates Learjet 45,I-ERJC,45-093,20.0,20,0.0,Shortly after taking off the jet nosed into the ground. Malfunction of the trim tab system.,45.4641943,9.1896346
08/04/2003,06:39,"Groton, Connecticut",Jet Pro,,Farmingdale - Groton,Gates Learjet 35A,N135PT,35A-509,20.0,20,0.0,"During a positioning flight the jet crashed into several houses before ending up in a river. The first officer's inadvertent retraction of the flaps during the low altitude maneuvering, which resulted in the inadvertent stall and subsequent in-flight collision with a residential home. Factors in the accident were the captain's decision to perform a low altitude maneuver using excessive bank angle, the flight crews inadequate coordination, and low clouds surrounding the airport.",41.3501598,-72.0761998
08/26/2003,15:38,"Off Hyannis, Massachusetts",US Airways Express,9446,,Beechcraft 1900D,N240CJ,24637,20.0,20,0.0,"Shortly after taking off the pilot declared an emergency but the aircraft crashed into Nantucket Sound before he could land. The improper replacement of the forward elevator trim cable, and subsequent inadequate functional check of the maintenance performed, which resulted in a reversal of the elevator trim system and a loss of control in-flight. Factors were the flightcrew's failure to follow the checklist procedures, and the aircraft manufacturer's erroneous depiction of the elevator trim drum in the maintenance manual.",41.654258299999995,-70.2760848668747
12/16/2003,12:00,"Jellicoe, Ontario, Canada",Huron Air,,,de Havilland DHC-3 Otter,C-GOFF,65,30.0,20,0.0,Crashed into Blackwater Lake shortly after taking off from a remote landing strip.,49.683333,-87.516667
12/23/2003,09:13,"Helendale, California",Pavair,,"Chino,CA - Sun Valley, ID",Gates Learjet 24B,N600XJ,24B-190,20.0,20,0.0,"While en route and cruising at 24,000 ft. the crew of the cargo plane declared an emergency and tried to return to Chino Airport but the aircraft suddenly nose dived and crashed into the Mojave Desert. A loss of airplane control for undetermined reasons.",34.7438754,-117.324492
05/23/2004,07:30,"Mwingi, Kenya",Blue Bird Aviation,,Nairobi - Mogadiscio,Let 410UVP,5Y-VVD,872009,20.0,20,0.0,While en route the cargo plane collided with another Let 410 of the same operator. The first aircraft crashed killing both pilots while the second  made a safe landing.,-0.9333,38.0666
07/10/2004,09:00,"Ticonderoga, New York",Capital Airlines Inc.,,"Waterbury,CN  - Oxford, CN",Piper PA-31-350 Navajo Chieftain,N45032,31-8052199,20.0,20,0.0,"While approaching Ticonderoga airport in good weather conditions, the twin engine aircraft hit trees and crashed in a wooded areas on Old Fort Mountain 4.5 miles SW of the airport. Reason for occurrence undetermined.",43.8487795,-73.4232317
07/29/2004,10:30,"Ononge, Papua New Guinea",Airlines of PNG,,Port Moresby - Ononge,de Havilland DHC-6 Twin Otter 300,P2-MBA,353,30.0,20,0.0,The cargo plane diverted to Yongai airport because of bad weather but collided with trees and crashed.The loadmaster was rescued a day later.,-8.673149500000001,147.2621270017873
08/17/2004,23:40,"Great Falls, Montana",Alpine Air Express,5071,Billings - Kalispell,Beechcraft 99,N199GL,U-15,20.0,20,0.0,"The cargo plane, carrying mail on behalf of the U.S. Postal Service crashed into  the side of Big Baldy mountain in poor weather. The pilot's failure to maintain adequate terrain clearance during cruise, which resulted in the in-flight collision with mountainous terrain. Dark night conditions and mountainous terrain were contributing factors.",47.5048851,-111.29189
09/09/2004,06:50,"Villahermosa, Mexico",Jett Paqueteria SA,,Mexico City - Villahermosa,Rockwell CT-39A Sabreliner,XA-TFD,265-10,20.0,20,0.0,On final approach the cargo flight crashed in a wooded area 3 km from the runway and was destroyed.,18.0018152,-92.9330401483751
10/14/2004,22:15,"Jefferson City, Missouri",Pinnacle Airlines/Northwest Airlink,3701,Little Rock - Minneapolis,Canadair CRJ200LR RegionalJet,N8396A,10161,20.0,20,0.0,"On a night repositioning flight, while en route, the stick shaker activated several times before the plane entered a aerodynamistall. Almost simultaneously both engines stopped. The crew declared an emergency but the plane did not make the airport, crashed and broke up. PC:  The pilots' unprofessional behavior, deviation from standard operating procedures, and poor airmanship, which resulted in an in-flight emergency from which they were unable to recover, in part because of the pilots' inadequate training The pilots' failure to prepare for an emergency landing in a timely manner, including communicating with air trafficontrollers immediately after the emergency about the loss of both engines and the availability of landing sites and the pilots' failure to achieve and maintain the target airspeed in the double engine failure checklist, which caused the engine cores to stop rotating and resulted in the core lock engine condition. Contributing to this accident was the engine core lock condition, which prevented at least one engine from being restarted, and the airplane flight manuals that did not communicate to pilots the importance of maintaining a minimum airspeed to keep the engine cores rotating.",38.577359,-92.1724265
10/16/2004,15:00,"Coron Island, Philippines",PacifiAir,,Coron Island - Manila,Pilatus Britten-Norman BN-2A-21 Islander,RP-C1325,593,20.0,20,0.0,"A few minutes after takeoff, the cargo plane struck the side Tagbao mountain a few  kilometers from the airport.",11.897307000000001,120.23823232497713
11/30/2004,19:56,"Saint Louis, Missouri",Grand Aire,,Saint Louis - Toledo,HBB HFB-320 Hansa Jet,N604GA,1037,20.0,20,0.0,Shortly after taking off the plane lost altitude and crashed on Howell Island a few miles from the airport. The maintenance facility failed to properly install and inspect the elevator trim system resulting in the reversed elevator trim condition and the pilot's failure to maintain clearance with the terrain. Contributing factors included the dark night and low ceiling.,38.6280278,-90.1910154
12/06/2004,10:23,"Bellevue, Idaho",Salmon Air - Air Taxi,,"Salt Lake City, UT - Sun Valley, ID",Cesna 208 Caravan,N25SA,0208B-0866,20.0,20,0.0,The aircraft crashed and burned while on approach to Runway 31 at Friedman Memorial Airport. The pilot's failure to maintain aircraft control while on approach for landing in icing conditions. Inadequate airspeed was a factor.,43.463518,-114.2606
12/11/2004,05:30,"Uberaba, Brazil",NHR Táxi-Aéreo,,Sao Paulo - Uberaba,Embraer EMB-110 Bandeirante,PT-WAK,110071,20.0,20,10.0,"The crew was performing a mail flight under Total Linhas Aéreas from Sao Paulo-Guarulhos airport to Uberaba. While on final approach at night, the cargo plane crashed into houses located short of runway and burned.",-19.750833,-47.936666
02/10/2005,20:30,"Lebec, California",Action Air Express Inc. - Air Taxi,-,"Fresno, CA - Santa Monica, CA",Cessna P210N,N432AR,P21000098,20.0,20,0.0,"Crashed into the mountains after encountering severe turbulence en-route at FL90. The pilots in-flight loss of control due to the flight's encounter with unformatted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts and rotors. The pilot's in-flight loss of control due to the flight's encounter with unforecasted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts, and rotors.",34.8416435,-118.8648189
02/22/2005,13:22,"Bimin, Papua, New Guinea",Missionary Aviation Fellowship,,Tabubil - Bimin,de Havilland DHC-6 Twin Otter 300,P2-MFQ,174,130.0,20,0.0,While on approach to Runway 29 the aircraft crashed on a mountain.,-5.2842096,142.0288776
05/02/2005,22:15,"Taranaki, New Zealand",Airwork,,Auckland - Blenheim,Swearingen SA227AC Metro III,ZK-POA,AC-551B,20.0,20,0.0,Crashed into a field while en route.,-39.3848064,174.19735050943854
09/15/2005,14:55,"Alto da Boa Vista, Brazil",Viaçao Cometa,,Rio de Janeiro - Jacarepagua,Cessna 525 CitationJet I,PT-WLX,525-0176,20.0,20,0.0,"The aircraft, on a positioning flight,  crashed in a wooded area shortly after taking off.",-7.0204676,-37.9446596
12/28/2005,14:05,"Truckee, California",Skyward Aviation,,Twin Falls - Truckee - Carlsbad - Monterrey,Gates Learjet 35A,N781RS,35-218,20.0,20,0.0,"On final approach the plane crashed into an open field 2,200 feet short of the runway threshold. The plane was scheduled to pick up passengers for a trip to Carlsbad. The pilot's inadequate compensation for the gusty crosswind condition and failure to maintain an adequate airspeed while maneuvering in a steep turn close to the ground.",39.327962,-120.1832533
03/18/2006,14:48,"Butte, Montana",Ameriflight,,Helena - Butte,Beechcraft C99,N54RP,U-218,20.0,20,0.0,The cargo flight crashed into trees 7 nm from the airport  while attempting to land at Bert Mooney Airport. Wreckage was found 2 days later. The second pilot's failure to follow the published instrument approach procedure and the captain's inadequate supervision. Snow and mountain obscuration were factors.,46.0131505,-112.536508
04/24/2006,11:45,"Lashkar Gah, Afghanistan",U.S. Government (leased),,Kabul - Kandahar - Lashkar Gah,Antonov AN-32B,ZS-PDV,3003,160.0,20,30.0,A cargo plane carrying U.S. anti-narcotics officials crashed while attempting to land at Bost Airport in Lashkar Gah. The plane overran the runway and crashed into a residential area after trying to avoid a truck that pulled onto the runway. The pilot pulled up to avoid hitting the truck but was unable to gain sufficient speed to remain airborne.,31.5852277,64.3608959
06/02/2006,14:40,"Groton, Connecticut",International Jet Charter,,"AtlantiCity, NJ - Groton, CT",Learjet 35A,N182K,35A-293,50.0,20,0.0,"A charter jet registered to religious broadcaster Pat Robinson crashed in heavy fog into Long Island Sound, a half mile short of the runway, while making an approach to land at Groton-New London Airport. Both pilots were killed but the three passengers aboard survived. Robertson was not aboard. The crew's failure to properly monitor the airplane's altitude, which resulted in the captain's inadvertent descent of the airplane into water. Contributing to the accident were the foggy weather conditions, and the captain's decision to descend below the decision height without sufficient visual cues.",41.3501598,-72.0761998
06/08/2006,13:15,"Mullan, Idaho",Air Taxi - MajestiAlliance,,"Coeur d'Alene, ID - Missoula, MT",Cessna TU206G,N5136X,U20605582,20.0,20,0.0,"While following a highway through a mountain pass in fog the plane struck the mountain. The pilot's VFR flight into IMC and his subsequent failure to maintain terrain clearance. The pilot's inadequate inflight planning/decision, mountain obscuration, trees and high terrain were factors.",47.4702078,-115.8018253
01/10/2007,23:15,"Zapotlanejo, Mexico",Ameristar Jet Charter,,"Laredo, TX - Guadalajara, Mexico",Learjet 24F,N444TW,348,20.0,20,0.0,"The cargo plane crashed and burst into flames in a rural hilly area about 15 miles from Miguel Hidalgo Airport, Guadalajara, Mexico.",20.6396569,-103.05151855846849
01/12/2007,11:00,"Van Nuys, California",SunQuest Executive Air Charter,,Van Nuys - Long Beach,Cessna Citation 525,N77215,525-0149,20.0,20,0.0,"The business jet crashed about a half-mile north of a runway while attempting to take off for a positioning flight to Long Beach. The plane had an emergency on board and was trying to return to the airport. Both the pilot and copilot were killed. The pilot's failure to maintain an adequate airspeed during the initial climb resulting in an inadvertent stall/spin. Contributing to the accident were the second pilots inadequate preflight, failure to properly secure the front baggage door, and the front left baggage door opening in flight, which likely distracted the first pilot.",34.1866193,-118.4486675
07/05/2007,14:45,"Connemara, Ireland",Charter - Private,,Inishmaan - Connemara,Cessna 208B Grand Caravan,N208EC,208B-1153,90.0,20,0.0,The aircraft missed the runway on its approach after a sightseeing trip.,53.3695067,-7.502668722966046
11/04/2007,14:10,"Sao Paulo, Brazil",Reali Taxi Aereo,,Sao Paulo - Rio de Janeiro,Learjet 35A,PT-OVC,35A-339,20.0,20,60.0,"The executive jet took off, banked to the right and crashed to the ground striking two houses. The copilot failed to complete the checklist and filled only the right wing fuel tank. By the time they took off it was too late to fix the imbalance with the balancing pump to distriblue fuel evenly in both wings. The plane banked to the right until it stalled and crashed.",-23.5506507,-46.6333824
12/05/2007,06:48,"Columbus, Ohio",Castle Aviation,,"Columbus, OH - Buffalo, NY",Cessna 208B Caravan I Super Cargomaster,N28MG,208B-0732,20.0,20,0.0,"The cargo plane crashed into a brushy field, inverted, shortly after taking off in heavy snow. Radar data indicated that it was in a left turn at a ground speed of 109 knots before descending and impacting terrain. The plane was carrying checks and other goods for a banking customer. The pilot's failure to maintain aircraft control and collision avoidance with terrain due to spatial disorientation. Contributing to the accident were low cloud ceiling and night conditions.",39.9622601,-83.0007065
05/17/2008,16:30,"Stehekin, Washington",Chelan Air Service,,Chelan - Stehekin,de Havilland Canada DHC-2 Mark I Beaver,N5998Q,1151,50.0,20,0.0,The float plane flipped and crashed as it attempted to land in Lake Chelan near Stehekin Lodge. It appeared the plane's wheels were deployed even though it was landing on water. The pilot's failure to retract the landing gear wheels prior to performing a water landing. Contributing to the accident were the pilot's disabling of the landing gear warning/advisory system and possible fatigue due to his work schedule.,48.3093032,-120.6564879
02/07/2009,06:30,"Trigoria, Italy",Air One Executive,,Rome - Bologna,Cessna 650 Citation III,I-FEEV,650-0105,20.0,20,0.0,"The plane, heading to Bologna to pick up a medical team from the Modena University Hospital, crashed shortly after taking off from Rome's Ciampino Airport.",41.7648867,12.4770551
03/23/2009,06:48,"Tokyo, Japan",FedEx,80,"Guangzhou, China - Tokyo, Japan",McDonnell Douglas MD-11,N526FE,48600/560,20.0,20,0.0,The cargo plane crashed and burst into flame as it landed at Narita Airport in winds of 30 - 50 mph. The plane bounced twice on the runway and veered to left as it turned on its side before bursting into flames. The fire destroyed the aircraft.,35.6840574,139.7744912
09/17/1908,17:18,"Fort Myer, Virginia",Military - U.S. Army,,Demonstration,Wright Flyer III,,1,20.0,10,0.0,"During a demonstration flight, a U.S. Army flyer flown by Orville Wright nose-dived into the ground from a height of approximately 75 feet, killing Lt. Thomas E. Selfridge who was a passenger. This was the first recorded airplane fatality in history.  One of two propellers separated in flight, tearing loose the wires bracing the rudder and causing the loss of control of the aircraft.  Orville Wright suffered broken ribs, pelvis and a leg.  Selfridge suffered a crushed skull and died a short time later.",38.8926338,-77.0715969
08/06/1913,,"Victoria, British Columbia, Canada",Private,-,,Curtiss seaplane,,,10.0,10,0.0,"The first fatal airplane accident in Canada occurred when American barnstormer, John M. Bryant, California aviator was killed.",48.4283182,-123.3649533
12/16/1918,,"Elizabeth, New Jersey",US Aerial Mail Service,,,De Havilland DH-4,97,,10.0,10,0.0,,40.6639916,-74.2107006
05/25/1919,,"Cleveland, Ohio",US Aerial Mail Service,,,De Havilland DH-4,61,,10.0,10,0.0,Caught fire in midair. The pilot leaped from the plane to his death as the plane began to go into a dive.,41.4996574,-81.6936772
07/19/1919,,"Dix Run, Pennsylvania",US Aerial Mail Service,,,De Havilland DH-4,82,,10.0,10,0.0,,40.907199,-77.938042
10/02/1919,,"Newcastle, England",Aircraft Transport and Travel,,,De Havilland DH-4,,,10.0,10,0.0,,54.9738474,-1.6131572
10/30/1919,,"Long Valley, New Jersey",US Aerial Mail Service,,,De Havilland DH.4,77,,10.0,10,0.0,,40.78168135,-74.75923279813415
03/10/1920,,"New Paris, Indiana",US Aerial Mail Service,,,De Havilland DH-4,65,,10.0,10,0.0,,41.5003269,-85.8280485
03/30/1920,,"Newark, New Jersey",US Aerial Mail Service,,,De Havilland DH-4,72,,10.0,10,0.0,,40.735657,-74.1723667
04/10/1920,,"Newark, New Jersey",US Aerial Mail Service,,,Curtiss R-4LM,49,,20.0,10,0.0,,40.735657,-74.1723667
04/11/1920,,"Heller Field, New Jersey",US Aerial Mail Service,,,Curtiss JN-4H,44,,20.0,10,0.0,,40.9354609,-74.6611513311839
05/12/1920,,"Oskaloosa, Iowa",US Aerial Mail Service,,,De Havilland DH-4,79,,20.0,10,0.0,,41.2951037,-92.6448451
06/06/1920,,"Cleveland, Ohio",US Aerial Mail Service,,,De Havilland DH-4,204,,10.0,10,0.0,,41.4996574,-81.6936772
08/16/1920,,"Bedford, England",By Air,,,Armstrong-Whitworth F-K-8,G-EALW,,10.0,10,0.0,,52.1363806,-0.4675041
08/16/1920,,"College Park, Maryland",US Aerial Mail Service,,,De Havilland DH-4,317,,10.0,10,0.0,,38.99772045,-76.95029639879276
10/15/1920,,"Batavia, Illinois",US Aerial Mail Service,,,De Havilland DH-4,76,,10.0,10,0.0,,41.8500284,-88.3125738
11/07/1920,,"Tie Siding, Wyoming",US Aerial Mail Service,,,De Havilland DH-4,,178,10.0,10,0.0,,41.0812698,-105.5091717
12/24/1920,,"Barcelona, Spain",Aeropostale,,,Breguet 14,F-ALBO,,10.0,10,0.0,,41.3828939,2.1774322
02/22/1921,,"Elko, Nevada",US Aerial Mail Service,,,De Havilland DH-4,67,,10.0,10,0.0,,41.1958128,-115.3272864
