Date;Time;Location;Operator;Flight;Route;Type;Registration;cn/In;Aboard;Fatalities;Ground;Summary;Latitude;Longitude
09/22/1974;09:55:00;Fairbanks, Alaska;Frontier Flying Service - Air Taxi;;Fairbanks, AK - Dietrich, AK;Cessna 185;N70026;;200;20;0;The aircraft suffered engine failure during takeoff and crashed. Excessive ware of spark plugs. Inadequate inspection and maintenance.;64837845;-147716675
10/22/1974;18:25:00;Fort Apache, Arizona;Deming Flying Service - Air Taxi;;Kingman, AZ - Deming, NM;Cessna 172M;N20673;;200;20;0;The pilot continued flight into poor weather conditions  and thunderstorm activity. Continued VFR flight into adverse weather conditions. Pilot not insturment rated.;337906068;-10998871
10/24/1974;19:30:00;Blair, Oklahoma;AltusFlying Service - Air Taxi;;Dallas, TX - Altus, OK;Piper PA-31;N979L;;400;20;0;Collided with the ground on final apporach in rain and fog. ATC failed to provide radar vectoring as requested. Pilot descended below MDA.;347801033;-993331052
10/28/1974;16:45:00;Pagosa Springs, Colorado;Hlavka Aviation - Air Taxi;;Gallup, NM - Rapid City, SD;Beechcraft 95-B55;N414K;;200;20;0;Pilot refused weather briefing. Flew into blind canyon. Icing conditions. Continued VFR flight into adverse weather conditions.;372695661;-107010816
11/20/1974;;Soddu, Ethiopia;Ethiopian Airlines;;Soddu - Beica;Douglas DC-3;ET-AAR;9465;2400;20;0;Crashed on takoff.;6864163;37762762
02/01/1975;;Valdez, Alaska;Kenai Air Service - Air Taxi;;Kenai, AK - Gulkana, AK;Piper PA-31;N54734;;200;20;0;Misjudged altitude. Flew into rising terrain. Not recovered due to avalanche danger.;611299396;-146349363
03/05/1975;16:18:00;Waterford, Wisconsin;Burlington Air - Air Taxi;;Moline, IL - Racine IL;Beechcraft 95;N2061C;;400;20;0;The aircraft suffered partial loss of engine power while en route. Made a forced crash landing.  Not equipped with anti- icing. Conditions conducive to carburetor induction icing. Attempted operation with know deficiencies in equipment. Initiated flight in adverse weather conditions.;427630722;-882142563
04/28/1975;23:00:00;Deadhorse, Alaska;Gay Airways - Air Taxi;;Anaktuvak, AK - Deadhorse, AK;Bell 206;N59521;;400;20;0;Continued VFR flight into adverse weather. Pilot said gyro not working properly.;701999496;-148461816
06/26/1975;22:28:00;Toledo, Ohio;Hamilton Aviation;;Detroit, MI - Peducah, KY;Beechcraft E18S;N791A;;200;20;0;Crashed in an emergency landing. Fatigue fracture of the cylinder head. Standpipe cutoff flush with bottom of oil tank. Improper maintenance.;416529143;-835378173
07/10/1975;;Bogota, Colombia;Aerovias Condor;;Bogota  - Barranquilla;Lockheed L-188AF Electra;HK-1976;1087;400;20;0;The cargo plane barely took off when it settled back on the runway and crashed into a DC-6. Both planes destroyed.;46529539;-740835643
07/10/1975;;Homer, Alaska;Homer Air Service - Air Taxi;;Homer, AK - Local;Piper PA-18;N6817L;;200;20;0;Diverted attention from aircraft. Misjudged altitude and clearance. Struck high obstruction.;596440876;-1515401477
08/25/1975;20:42:00;Minford, Ohio;Portsmouth Aviation - Air Taxi;;Monticello, NY - Portsmoutn, OH;Piper PA-28;N44323;;400;20;0;The aircraft suffered engine failure on final. Fuel exhaustion. Evasive maneuver to avoid collision. Tried to avoid trees and crashed.;388604088;-828587202
10/26/1975;11:30:00;Zephyr Cove, Nevada;Air Taxi;;Las Vegas, NV - So. Lake Tahoe, CA;Piper PA-34;N1495X;;200;20;0;Collided with trees while descending to land. Pilot fatigue.;390060103;-1199472389
11/30/1975;09:09:00;Elko, Nevada;SceniAirline - Air Taxi;;Ely, NV - Elko, NV;Cessna 402;N52SA;;200;20;0;Crashed in snow and turbulence while descending to land. Descended below minima. Pilot didn't use available instrument approach chart.;411958128;-1153272864
02/03/1976;05:42:00;Lafayette, Louisiana;Falcon Airways - Air Taxi;;Lafayette, LA - Patterson, LA;Beechcraft  C-45H;N3329G;;200;20;0;After the plane took off, cargo shifted causing the plane to enter a layer of fog and crash into a swamp. Improperly loaded cargo.;302262187;-920178202
03/07/1976;02:20:00;San Onofre, California;Sky Haven - Air Taxi;;Palm Springs, CA - Santa Ana, CA;Cessna 172M;N1631V;;200;20;0;The aircraft crashed into the PacifiOcean after an in-flight fire. Source of the fire undetermined.;333803575;-1175736037
04/08/1976;14:56:00;Aspen, Colorado;Royal American - Air Taxi;;Denver, CO - Aspen, CO;Beechcraft A36;N6061S;;200;20;0;Made a high speed vertical dive and crashed. Probable cause undetermined.;391911128;-10682356
06/10/1976;10:07:00;Somerset, Colorado;Sky Chopper  - Air Taxi;;Grand Junction, CO - Somerset, CO;Bell 47G3B1;N7894S;;200;20;0;Hit powerlines at 70 ft. AGL. Pilot failed to see and avoid obstructions.;389261905;-1074703081
07/27/1976;22:05:00;Greensburg, Kansas;Capitol Air Service - Air Taxi;;Ulysses, KS - Greensburg, KS;Piper PA-34;N56712;;300;20;0;Collided with dirt bank after overrunning the runway while landing. Misjudged distance, speed and altitude. Failed to initiate a go-around.;376031884;-992929639
11/29/1976;14:20:00;Grand Canyon, Arizona;Grand Canyon Air - Air Taxi;32-40443;Grand Canyon, AZ - Denver, CO;Piper PA-32-300;N4125R;;200;20;0;The aircraft crashed while on final approach. An unrestrained German Shepard interfered with flight controls.;36097743;-1120967621
03/04/1977;03:35:00;Niamey, Niger;Overseas National Airways;;Paris, France - Niamey, Nigher;McDonnell Douglas DC-8-63CF;N8635;46050/430;400;20;0;The cargo plane crashed short of the runway while attempting to land.;13524834;2109823
08/01/1977;12:36:00;Encino, California;Private KNBC Los Angeles;;Burbank - Santa Barbara;Bell 206B JetRanger;N4TV;;200;20;0;The helicopter, piloted by Francis Gary Powers, 48, crashed in Balboa Park on the way back from covering a news story on a brush fire in Santa Barbara. Francis Gary Powers was famous for piloting the U-2 spy plane in 1960 that was shot down by the Russians and caused a major political crisis for President Eisenhower.  Powers was a helicopter pilot and newscaster for KNBC in Los Angeles. Power's cameraman was also killed. The helicopter apparently ran out of fuel.;341591324;-1185016166
08/25/1977;05:40:00;Kona, Hawaii;Island Airways;;Honolulu - Kona;Shorts SC-7 Skyvan 3-200;N4917;SH-1850;200;20;0;The cargo plane stalled, went into a spin and crashed short of the runway. Failure to maintain flying speed.;19641941;-155996933
10/10/1977;19:45:00;Grand Chenier, Louisiana;Air Logistics;;New Iberia, LA - Grand Chenier, LA;Bell 206B;N157AL;;200;20;0;Crashed in rain, fog and thunderstorm activity. Pilot flying low because of deteriorating weather.;297668868;-929751469
11/29/1977;19:17:00;Pinehurst, North Carolina;Resort Air Service - Air Taxi;;Charlotte, NC - Pinehurst, NC;Beechcraft 58;N4461S;;200;20;0;Hit trees short of the runway while on final approach in rain and fog. Aircraft observed flying low 3 miles from airport.;351946235;-794679317
12/14/1977;14:15:00;Davenport, Indiana;Straley Flying Service - Air Taxi;;Davenport, IA - Davenport, IA;Piper PA-34;N1634H;;200;20;0;Crashed while in holding pattern to land. Icing of vertical stabilizer. Aircraft not equipped to fly in icing conditions.;407680333;-860758855
12/22/1977;12:42:00;Giddings, Texas;Aviation Charter - Air Taxi;;Houston, TX - Austin, TX;Piper PA-28R;N116MM;;200;20;0;Exceeded design stress limits of aircraft after experiencing airframe ice.;301830498;-969366112
01/06/1978;18:50:00;Marion, Illinois;Aviation Charter - Air Taxi;;Greenville, KY - Marion, IL;Cessna 337G;N719047;;200;20;0;Crashed into electrical tower while in landing approach, 1 mile short of the runway. Previous damage caused the aileron surface attachments to separate in flight.;386477381;-889232112
01/24/1978;20:05:00;Dubois, Pennsylvania;Henry Webber Air - Air Taxi;;Dubois, PA - Lancaster, PA;Aerostar 601P;N1BE;61P0245041;200;20;0;Crashed after engine failure on climb to cruise. Fuel starvation. Ice in fuel. Improper emergency procedures.;41118651;-787622342
01/31/1978;;Eirunepe, Brazil;TABA;;;Embraer 110P Bandeirante;PT-GKW;110128;1400;20;0;Crashed during takeoff.;-66567654;-69866161
03/01/1978;09:25:00;LAX, Los Angeles, California;Continental Airlines;603;Los Angeles - Honolulu;McDonnell Douglas DC-10-10;N68045;46904;20000;20;0;While approaching V1 speed on takeoff, a loud bang was heard followed by shaking of the aircraft. The crew decided to abort the takeoff. With the end of the runway approaching, the captain steered the aircraft off the runway to the right. The landing gear failed and resulted in a fire. The plane slid for approximately 650 feet and came to rest 40 feet right of the runway centerline. Several passengers not heeding the warnings of the stewardess exited onto the wing and fell into the fire. Failure of two tires on the left main landing gear resulting in failure of a third tire during a critical point in the takeoff. This was to be pilot Gene Hershe's last flight before retiring.;3394216755000000;-11842135906141600
03/01/1978;16:10:00;Agana, Guam;Island Air;;Agana, Guam - Rota, TT;Cessna 337F;N101SX;;600;20;0;Crashed after experiencing engine failure on takeoff climbout.;134727446;14475201822544300
03/07/1978;20:45:00;Laurel, Mississippi;Hesler Noble - Air Taxi;;Jackson, MS - Laurel, MS;Cessna 310I;N8114M;;200;20;0;Crashed on final approach in rain and low ceiling. Improper IFR operation. Pilot attempted operation beyond experience and ability level. Pilot failed instrument check 4 days before accident.;316940509;-891306124
03/14/1978;04:13:00;Whitelake, Michigan;Wyman Pilot Service - Air Taxi;;Flint, MI - Whitelake, MI;Beechcraft D18;N427Q;;200;20;0;Crashed on final approach after flying through areas of turbulence and thunderstorms.;434194425;-8637358073750560
04/05/1978;16:45:00;St. Thomas, Virgin Islands;Antilles Air;;St. John, VI - St. Croix, VI;Grumman G-21;N877A;;900;20;0;Made a forced landing in water. Fuel starvation. Inattentiveness to fuel supply. Fuel selector positioned between tanks.;1834290815;-6491889970060260
06/26/1978;08:08:00;Toronto, Canada;Air Canada;189;Toronto - Winnipeg;McDonnell Douglas DC-9-32;C-FTLV;47197;10700;20;0;The aircraft overran the runway and crashed into a revine after an aborted takeoff due to a blown tire. The No. 3 tire failed on takeoff and debris damaged the right gear 'down and locked' switch, causing a gear unsafe indication in the cockpit. Debris was also ingested by the No. 2 engine causing a loss of reverse thrust during the rejected takeoff.;436534817;-793839347
10/03/1978;;Near Mandalay, Myanmar;Burma Airways;;;Fokker F-27 Friendship 600;XY-ADY;10572;4400;20;0;Lost both engines on climbout and made an emergency landing on a sandbank of the Irrawaddy River.;219531956;961050809
10/08/1978;09:25:00;Kenai, Alaska;Era Helicopter - Air Taxi;;Kenai, AK - Return;Bell 205-1;N2215W;;700;20;0;The tail rotor pitch control system failed shortly after taking off. The helicopter tried to return and crashed.;605544444;-151258333
11/16/1978;03:00:00;Hays, Kansas;Festus Flying Service - Air Taxi;;Wichita, KS - Hays, KS;Beechcraft G18S;N910PC;;200;20;0;Crashed on final approach in sleet, freezing rain and low ceiling. Pilot failed to maintain flying speed and stalled aircraft.;388791783;-993267702
12/19/1978;16:58:00;Morton, Illinois;Galesburg Aviation - Air Taxi;;Terra Haute, IN - Moline, IN;Cessna 210L;N4638Q;21059538;200;20;0;Collided with wires in fog and low ceiling. Continued VFR flight into adverse weather conditions.;406127349;-89459323
12/21/1978;14:30:00;Chevak, Alaska;Chugiak Aviation - Air Taxi;;St. Marys, AK - Chevak, AK;Cessna 207;N7378U;;700;20;0;Pilot flew into white out conditions and suffered spatial disorientation. Continued VFR flight into adverse weather conditions.;615277778;-1655863889
02/12/1979;13:00:00;Clarksburg, West Virginia;Allegheny Airlines;561;Clarksburg - Washington DC;Nord 262;N29824;48;2500;20;0;The plane crashed  inverted shortly after lifting off the ground. The captain's decision to take off with snow on the aircraft's wing and empennage surfaces which resulted in a loss of lateral control and a loss of lift as the aircraft ascended out of ground effect.;392806451;-803445341
03/22/1979;11:13:00;Nightmute, Alaska;Village Aviation - Air Taxi;;Bethel, AK - Tooksook, Alaska;Cessna U206;N733CT;U20604755;700;20;0;Pilot became disoriented, crashed in snow and low visibility while en route. Pilot not qualified for type of flying. FAA had suspended his certificate.;604794444;-1647238889
06/09/1979;14:51:00;Chicago, Illinois;Skystream Airlines;;Positioning;Beechcraft 99;N454SA;U- 54;200;20;0;;418755616;-876244212
09/30/1979;;Porpoise Bay, British Columbia Canada;West Coast Air;;;de Havilland Canada DHC-6 Twin Otter 200;C-FWAF;122;1600;20;0;The aircraft was on finals when it suddenly turned right and descended in a right wing-down attitude, striking the ground and cartwheeling into trees.;49501606250000000;-12376048158456600
10/22/1979;19:40:00;Bloomington, Indiana;Rhoadgs Aviation - Air Taxi;;Centrailia, IN - Columbus, IN;Cessna 310;N1320G;;200;20;0;Crashed after flying into a tornado watch area. Continued flight into known areas of severe turbulence.;391670396;-865342881
02/27/1980;06:00:00;Manila, Philippines;China Airlines (Taiwan);;Taipei - Manila;Boeing B-707-309C;B-1826;20262/830;13500;20;0;The aircraft undershot the runway and bounced twice. The two outboard engines broke loose and the wingtips were ripped off. A fire broke out and spread rapidly. Pilot error.;145906346;1209799964
05/19/1980;12:05:00;Off Sarasota, Florida;Northeast Jet;;West Palm Beach, FL - New Orleans, LA;Learjet 25D;N125NE;25-271;200;20;0;An unexpected encouter with moderate to severe clear air turbulence, the flightcrew's improper response to the encounter, and the aircraft's marginal controllability characteristics when flown at and beyond the boundary of its high altitude speed envelope, all of which resulted in the aircraft exceeding its Mach limits and a progressive loss of control from which recovery was not possible.;270565214;-8240981771338430
06/15/1980;11:06:00;Lihue, Hawaii;Aero PaLease - Air Taxi;;Honolulu, HI - Lihue, HI;Piper PA-34;N2564Q;;200;20;0;Missed approach and crashed in fog and rain.  ATC failure to track flight to termination of radar service and advise of impending danger.;219769622;-1593687721
08/03/1980;16:15:00;Togiak, Alaska;Yute Air Alaska - Air Taxi;;Dillingham, AK - Return;de Havilland DHC-3;N443GR;;900;20;0;Struck a hill after taking off and climbing into a fog shrouded valley. Continued VFR flight into adverse weather conditions;590619444;-1603763889
12/23/1980;23:12:00;Qatar, Qatar;Saudi Arabian Airlines;;Dhahran - Karachi;Lockheed L-1011-200;HZ-AHJ;1161;29100;20;0;Two passengers were sucked out of the plane after a tire exploded in the wheel well causing damage to the fuselage.;253336984;512295295
11/28/1980;21:35:00;Pecos City, Texas;Central Air Services;;;Douglas DC-7B;N816D;45085/714;200;20;0;The cargo plane entered a steep bank shortly after takeoff and crashed. Complete engine failure/flameout No.1 engine. Powerplant failure for undetermined reasons. Pilot-in-command  failed to obtain/maintain flying speed. Improper emergency procedures;324060224;-1008519799
12/16/1980;;Tumut,, Australia;Eagle Airways;;;Britten-Norman BN-2A Trislander;VH-EGU;1030;200;20;0;Crashed in mountains while en route.;-353015747;1482226744
01/27/1981;22:30:00;Winnemucca, Nevada;Orcon Inc. - Air Taxi;;Reno, NV - Winnemucca, NV;Aero Commander 681;N500JP;;300;20;0;Pilot transmitted he had runway in slight but crashed short of runway. Rain, snow and turbulence with thunderstorms in the area.;40972415;-1177347619
02/22/1981;;Avalon, California;Helicopter - Air Taxi;;San Pedro, CA - Avalon, CA;Sikorsky S-62A;N324Y;62012;800;20;0;The main rotor disk failed from a fatigue fracture while attempting to land.;3334221;-1183272612
02/25/1981;17:30:00;North Adams, Massachusetts;Berkshire Aviation - Air Taxi;;North Adams, MA - New York, NY;Cessna 310R;N5489J;;300;20;0;Failed to obtain flying speed on takeoff and crashed. Airframe icing. Pitot heat off.;426990351;-731118996
03/02/1981;08:13:00;Fallon, Nevada;Air Chaparral - Air Taxi;;Fallon, NV - Austin, NVq;Cessna T210N;N77FB;;200;20;0;Flew into the ground in rain, snow and low visibility. Six minutes before accident pilot radioed weather in the pass was getting lower and lower. Continued VFR flight into adverse weather.;394745166;-118777895
05/28/1981;16:40:00;Avalon, California;Shanair Inc. - Air Taxi;;Avalon, CA - Visalia, CA;Beechcraft 58;N140S;;300;20;0;After taking off the plane circled three time at a low altitude. On the third pass the aircraft experienced a slow roll, the nose dropped and the plane crashed into the water. Unwarranted low flying. Misjudged speed and exercised poor judgment.;3334221;-1183272612
06/13/1981;;Hualien, Taiwan;Taiwan Airlines;;;Britten-Norman BN-2A-8 Islander;B-11108;701;200;20;0;Crashed into a mountain during a typhoon.;239913421;1216197276
06/17/1981;;Miraflores, Colombia;Taxi Aéreo el Venado;;;Douglas DC-3;HK-1078;9884;1200;20;0;With one engine out and attempting an emergency landing the aircraft had to go-around because of a plane on the runway. While attempting a second landing from the opposite direction the aircraft ditched into a lake.;51514125;-7317051515322880
12/15/1981;13:30:00;Mt. McKinley, AK;Hudson Air Service - Air Taxi;;Talkeetna, AK - Return;Cessna 185;N4311R;;400;20;0;The aircraft encountered downdrafts while approaching mountain pass and crashed.;63069115;-151006239
01/07/1982;;Helena, Montana;Air Taxi;;;Cessna 210;N9763X;;200;20;0;The aircraft crashed into a mountain at the 9,300 foot level. The pilot was on course for his destination. The minimum obstacle clearance altitude for his location was 10,800 feet. Weather was not a problem but the accident did occur during hours of darkness. The aircraft was in level cruise when the accident happened. Proper altitude not maintained by pilot in command.;465927425;-112036277
04/28/1982;21:34:00;Hakalau, Hawaii;Air Taxi;;Hilo, HI - Honalulu, HI;Beechcraft E18S;N6911;;200;20;0;The aircraft departed Hilo on the last leg of a 3rd flight. A few minutes after takeoff, the pilot called the tower to ask for a return and indicated he had a difficulty. No further transmission was made. Witnesses heard intermittent engine sputtering and then the whine of a high speed dive. The aircraft impacted in a sugar cane field at a steep angle. Reason for occurrence undetermined.;19897825;-155126953
05/25/1982;;Brazilia, Brazil;VASP;;;Boeing B-737-200;PP-SMY;20907;11800;20;0;The aircraft broke in two after a hard landing. The pilot's misuse of rain repellant caused an optical illusion.;-103333333;-00532
08/04/1982;04:10:00;Concord, New Hampshire;Air Taxi;;Groton, CT - Concord, CT;Piper PA-28-161;N81786;;200;20;0;Collided with trees on approach. Weather briefing recommended no VFR flight. VFR flight into IFR conditions.;43207178;-71537476
11/23/1982;22:40:00;Cullman, Alabama;Air Taxi;;Cullman, AL - Louisville, KY;Beechcraft 95-B55;N18411;;200;20;0;After takeoff from Runway 1, the aircraft was observed to climb in a steep attitude into the clouds. The aircraft crashed in a near vertical attitude about 3/4 mi from the runway on a bearing of 050 degrees. Reason for occurrence undetermined.;341335332;-868779268
12/07/1982;19:10:00;Near Pueblo, Colorado;Pioneer Airlines;;Sante Fe, NM - Pueblo, CO;Swearingen SA.227AC Metro III;N30093;AC-449;200;20;0;The cargo plane flew into a hill while descending to land. The pilot may have had a physical imparement.;34139185500000000;-11821715788196900
12/15/1982;18:40:00;Defiance, Ohio;Air Taxi - Custom Air Transport Inc.;;Columbus, OH - Difiance, OH;Cessna T210;N297EB;;200;20;0;The aircraft crashed during a non-precision approach in weather that was below minimums for that type of approach. Minimum descent altitude.not maintained by pilot in command.;413203058;-845084835
02/23/1983;23:17:00;Brooksville, Florida;Air Taxi;;Tallahssee, FL - Lakeland, FL;Piper PA-32-301;N28216;;200;20;0;The aircraft disappeared after entering an area of severe turbulence. Excessive airspeed for area of turbulence. Exceeded design stress limits of aircraft.;285552719;-823878709
03/30/1983;05:14:00;Newark, New Jersey;Central Airlines;;Chicago - Newark;Learjet 25;N51CA;25-030;200;20;0;While attempting to land, the cargo plane came in too steep and fast, bounced on landing, crashed and burned. Loss of control following ground contact due to anunstabilized approach. Impairment of the flightcrew's judgment, decision making and flying abilities by a combination of physioIogical and psychological factors.;40735657;-741723667
04/07/1983;14:55:00;Selawik, Alaska;Munz Northern Airlines;601;Nome - Ambler;Britten-Norman BN-2A-8 Islander;N37MN;558;300;20;0;Lost control of the aircraft and crashed in a snow storm. Continued VFR flight in IFR conditions.;666023978;-1600113003
06/25/1983;10:15:00;Cortez, Colorado;Air Taxi - Four Corners Aviation Inc.;;Blanding, UT - Farnington, New Mexico;Cessna U206;N5413X;;500;20;0;Pilot became disoriented in clouds and impacted rising terrain in a nose up attitude. Continued VFR flight in adverse weather. Pilot was not instrumented rated.;373494528;-108584073
08/11/1983;17:45:00;Evart, Michigan;Air Taxi - Northern Air Services Inc.;;;Beechcraft G18S;N400NA;;200;20;0;The aircraft collided with a power pole and trees during a forced landing after a power loss on takeoff. Reason for occurrence unknown.;43900575;-85258097
09/23/1983;19:30:00;Flagstaff, Arizona;Air Taxi;;Flagstaff, AZ - Mesa, AZ;Cessna TU206C;N7353N;;200;20;0;The aircraft collided with trees shortly after takeoff. The pilot because disoriented and experienced spatial disorientation.;351987522;-111651822
12/11/1984;19:32:00;Pontiac, Michigan;Air Taxi - Richards Aviation Inc.;;Bolivar, TN - Pontiac, MI;Piper PA-31;N9011Y;;200;20;0;The aircraft departed the airport with one dry air pump inoperative and the other pump reading low. Aircraft control was lost during an instrument approach in IMC. Operation with known deficiencies in equipment. Flight/Nav instruments disabled. Emergency procedures not followed.;426389216;-832910468
08/30/1984;;Douala, Cameroon;Cameroon Airlines;786;Douala - Yaounde;Boeing B-737-2H7C;TJ-CBD;21295/484;11600;20;0;When taxing tin preperation to takeoff, a compressor disin the No.2 engine failed. Debris punctured the wing and fuel tank causing an uncontrollable fire that destroyed the aircraft.;40429408;9706203
02/06/1985;;Altus, Oklahoma;Air Taxi - Oklahoma Airways Inc.;;Altus, OK - Oklahoma City, OK;Cessna 402B;N5780M;;200;20;0;A witness saw smoke & fire trailing from the vicinity of the l eng. He stated that the aircraft's nose came up, the plane rolled to the left, then it entered a steep, nose down, inverted attitude just before it crashed & burned. Total failure of the exhaust manifold system. Inadequate inspection/maintenance.;346381255;-993339754
04/20/1985;;Kulusuk, Greenland;Aeronica;;Positioning;Fokker F-27 Friendship 100;YN-BZF;10118;500;20;0;After a fuel transfer problem the plane crashed while trying to make an emergency landing in snow. Poor weather and failure of the crew to follow proper procedures with the auxiliary fuel system.;655756356;-371869257
05/16/1985;13:45:00;Golovin, Alaska;Air Taxi;;Golovin, AK - Elim, AK;Cessna C-207A;N73635;;500;20;0;According to the pilot-in-command, he was attempting to fly through a mountain saddle. As he turned towards the mountain and began his climb the weather deteriorated rapidly with ceilings zero, visibility zero and severe turbulence. The airplane struck the side of a 1,707 foot high mountain at the 1,590 foot level on a magnetiheading of 015 degrees. The pilot-in-command stated that just prior to impact he could not see anything. Continued VFR flight into IMC. Poor judgement. Improper planning.;645433333;-1630291667
05/21/1985;20:15:00;Harrison, Arkansas;Acme Air;;Branson, MO - Harrison, AR;Cessna 501 Citation I;N10GE;501-0022;200;20;0;The plane struck a mountain while on approach. Improper IFR procedure. Improper use of navigational instruments. Low ceiling and rain.;362297936;-931076765
05/28/1985;;Cabimas, Venezuela;Avensa;;;Convair CV-580;YV-84C;157;1300;20;0;The aircraft's tail struck a hill 1,500 feet from the end of the runway after which an emergency crash landing was made.;10395075;-714414049
05/31/1985;23:00:00;Nashville, Tennessee;General Aviation Inc.;115;Nashville - Indianapolis;Grumman G-159 Gulfstream I;N181TG;181;200;20;0;The cargo plane crashed after losing the No. 1 engine. Fuel starvation. Pilot had the fuel selector for the No. 1 engine in the off and feathered position.;361622767;-867742984
06/28/1985;;Charlotte, North Carolina;Air Taxi;;;Piper PA-42;N542TW;;200;20;0;The aircraft collided with trees and a pole short of the runway during a night VFR approach to land.  Poor VFR procedures. Overconfildence in personal ability. Poor judgement. Proper altitude not maintained. Exceeded proper descent rate.;352272086;-808430827
07/19/1985;03:43:00;Near Erie, Pennsylvania;Air Ohio - Air Taxi;21;Louisville, KY - Cleveland, OH;Aerostar 601;N71MA;;200;20;0;During a normal IFR cruise flight, the pilot of air Ohio flight 21, did not respond to ATC instructions. Air Ohio flight 21 continued for 40 minutes with no reply and without deviation in altitude or heading until the discrete target disappeared from radar over Lake Erie. The pilot had not slept for approximately 30 hours prior to the loss of communication response.;420730919;-800405694
10/09/1985;19:00:00;Vitória da Conquista, Brazil;Nordeste Linhas Aéreas;;;Embraer 110C Bandeirante;PT-GKA;110090;200;20;0;The pilot of the cargo plane stayed at a low altitude after taking off in IMC conditons and crashed.;-148567487;-408414804
11/01/1985;09:50:00;Bethel, Alaska;Air Taxi- Hermans Air Inc.;;Bethel, AK - Chevak, AK;Cessna 208;N9241F;208-00006;400;20;0;A total loss of power was experienced on takeoff due to the fuel selectors being in the off position. The pilot attempted to restart the engine during which time the aircraft entered a stall and collided with the terrain. Checklist not used. Fuel tank selector in wrong position.;607922222;-161755833
02/05/1986;;Kasongo, Zaire;GLM Aviation;;;Lockheed L-188AF Electra;9Q-CWT;1045;1400;20;0;Crashed while attempting to make a forced landing.;-44283572;266700323
08/28/1986;06:53:00;Texarkana, Arkansas;Southwest Airlift;;Little Rock - Texarkana;Howard 250;N252K;2596;200;20;0;On takeoff the cargo plane pitched up, rolled inverted and crashed. Improperly loaded. Alcohol impairment of the pilot and co-pilot.;334254259;-940430937
10/16/1986;15:20:00;Fishers Island, New York;Air Taxi - New London Flying Services Inc.;;Groton, CT - Fisher Island, NY;Piper PA-28-181;N3962M;28-7890344;400;20;0;A Cessna 182 taking off on Rwy 25 collided with a piper pa-28-181 which was landing on Rwy 12. The collision occurred in the intersection of the two runways. The two occupants of the Cessna were seriously injured and the two occupants of the piper were fatally injured in the accident. Both aircraft were destroyed by fire. VFR procedures not followed. Inadequate visual lookout.;412570434;-720239626
10/22/1986;16:45:00;Manhattan, New York;Private - WNBC;-;Traffireporting;Enstrom F-28F;N8617B;700;200;20;0;The helicopter was contracted by NBC to make daily highway traffiobservations in the New York City area. The pilot and passenger, Jane Dornacker, a NBC radio traffireporter, were flying in a northerly direction along manhattan's west side at an altitude of about 75 feet. Witnesses observed the aircraft's main rotor blades stop, the aircraft descended rapidly, struck the top of a chain link fence at a river pier, crashed into the HudsonRiver and sank in 15 to 20 feet of water. Investigation revealed the sprag clutch was inadequately lubricated, had 'rolled over' in the opposite direction of its design and the sprag assembly was damaged. Several sprags and both activating springs were broken and different size sprags were installed. An unauthorized, overhauled clutch had been installed in the aircraft. Dornacker had survived another helicopter crash earlier in the year.;407814865;-7395905442771000
04/01/1987;21:30:00;Anchorage, Alaska;Air Taxi;;Local Flight;Cessna 402;N967JW;4020067;200;20;0;The aircraft was on the last leg of a commuter flight when it crashed in a heavily wooded area while making a VFR approach to Merrill Field. The plane struck the ground in a near vertical attitude. Fuel starvation. Auxiliary tank had fuel but the engines could not be restarted from those tanks.;611758781;-1491107333
04/23/1987;19:35:00;Wilmington, North Carolina;Air-Lift Commuter;;Wilmington - Lumberton;Swearingen SA-26TC Metro II;N505LB;TC-202;200;20;0;The cargo plane lost the No. 2 engine while taking off and crashed into trees and caught fire. Poor in-flight planning. Emergency procedures not followed. The right engine did not have the latest welding process and failed causing a uncontained turbine failure.;342257282;-779447107
05/08/1987;06:50:00;Mayaguez, Puerto Rico;American Eagle;5452;San Juan, PR - Mayaguez, PR;CASA 212 Aviocar 200;N432CA;271;600;20;0;Improper maintenance in setting propeller flight idle blade angle and engine fuel flow resulting in a loss of control from an asymmetripower condition. A factor contributing to the accident was the pilot's unstabilized visual approach.;182011161;-671391124
05/11/1987;18:00:00;Pickle Lake, Ontario, Canada;Air Manitoba;;Big Trout - Pickle Lake;Douglas C-47B;C-FADD;26324;200;20;0;The cargo plane lost the left wing while in a holding pattern. The left wing failed under normal flight loads as a result of a fatigue crack in the center section lower wing skin. Anomalies in the radiographs taken during mandatory non-destructive testing inspections were not correctly interpreted.;514648142;-901925284
05/13/1987;07:20:00;Sayre, Pennsylvania;Air Taxi;;Sayre, PA - Washington, District of Colombia;Piper PA-32-300;N32774;327540064;300;20;0;During initial climb after takeoff, smoke was observed in the cockpit. When the smoke became hvy, the plt decided to land. He attempted a forced landing on rising terrain in foggy conditions. Subsequently, the aircraft crashed into the side of the hill & began burning. Electrical short and arcing leading to fire.;419789631;-76515499
05/30/1987;;Lübeck , Germany;Travel Air Flug;;;Cessna 501 Citation;D-IAEC;501-0203;400;20;0;Crashed into an antenna. One of the pilots killed in this accident survived the September 6, 1971 Pan International accident.;53866444;10684738
07/31/1987;;Guatemala City, Guatemala;DHL;;;Learjet 23A;N28ST;23-013;300;20;0;The cargo plane crashed into trees while attempting to land. Engine failure.;146424667;-905131361
